Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
0,0,2019-20,HB 1071,1071,,2019-20,SB 5064,SRules X,2019-03-01,0,0,HB 1071,1st substitute bill substituted.,0,H subst for,0,0,2019-01-14,AN ACT Relating to breach of security systems protecting personal information;,1,Protecting personal information.,House,26168,Z-0235.4,0,1,0,0,Personal information,Bill,B,(Kloba),1,0
1,0,2019-20,SHB 1071,1071,,,,,2019-05-07,1,1,SHB 1071,Effective date 3/1/2020.,0,C 241 L 19,0,0,2019-02-06,AN ACT Relating to breach of security systems protecting personal information;,1,Protecting personal information.,House,26168,H-0745.4,0,1,0,0,Personal information,Bill,B,(Kloba),1,1
1,0,2019-20,HB 1072,1072,,2019-20,SB 5035,Ssubst for,2020-01-21,0,0,HB 1072,"House Rules ""X"" file.",0,H Rules X,0,0,2019-01-14,AN ACT Relating to enhancing the prevailing wage laws to ensure contractor and owner accountability and worker protection;,0,Enhancing the prevailing wage laws to ensure contractor and owner accountability and worker protection.,House,9997,Z-0164.2,0,1,0,0,Prevailing wage laws,Bill,B,(Sells),1,0
1,0,2019-20,SHB 1072,1072,,,,,2020-01-21,0,0,SHB 1072,"House Rules ""X"" file.",0,H Rules X,0,0,2019-02-18,AN ACT Relating to enhancing the prevailing wage laws to ensure contractor and owner accountability and worker protection;,0,Enhancing the prevailing wage laws to ensure contractor and owner accountability and worker protection.,House,9997,H-1730.2,0,1,0,0,Prevailing wage laws,Bill,B,(Sells),1,1
1,0,2019-20,HB 1073,1073,,2019-20,SB 5061,SRules X,2020-01-13,0,0,HB 1073,"By resolution, reintroduced and retained in present status.",0,H Civil R & Judi,0,0,2019-01-14,AN ACT Relating to undetectable firearms;,1,Addressing undetectable and untraceable firearms.,House,27975,Z-0251.2,0,1,0,0,Undetectable firearms,Bill,B,(Valdez),1,0
1,0,2019-20,EHB 1074,1074,,2019-20,SB 5057,SWays & Means,2019-04-05,0,1,EHB 1074,Effective date 1/1/2020.,0,C 15 L 19,0,1,2019-01-14,AN ACT Relating to protecting youth from tobacco products and vapor products by increasing the minimum legal age of sale of tobacco and vapor products;,1,Protecting youth from tobacco products and vapor products by increasing the minimum legal age of sale of tobacco and vapor products.,House,15813,Z-0050.2,0,1,0,0,Tobacco & vapor products/age,Bill,B,(Harris),1,0
0,0,2019-20,HB 1075,1075,,2019-20,SB 5065,SRules X,2019-03-09,0,0,HB 1075,1st substitute bill substituted.,0,H subst for,0,0,2019-01-14,AN ACT Relating to consumer competitive group insurance;,0,Concerning consumer competitive group insurance.,House,5154,H-0343.1,0,0,0,0,Consumer comp grp insurance,Bill,B,(Kirby),0,0
1,0,2019-20,SHB 1075,1075,,,,,2019-05-07,1,1,SHB 1075,Effective date 7/1/2020.,0,C 253 L 19,0,0,2019-02-12,AN ACT Relating to consumer competitive group insurance;,0,Concerning consumer competitive group insurance.,House,5154,H-1650.1,0,0,0,0,Consumer comp grp insurance,Bill,B,(Kirby),1,1
1,0,2019-20,HB 1076,1076,,2019-20,SB 5067,Ssubst for,2020-02-21,0,0,HB 1076,Returned to Rules Committee for second reading.,0,H Rules C,0,0,2019-01-14,AN ACT Relating to modifying certain common school provisions;,0,Modifying certain common school provisions.,House,26174,Z-0264.1,0,0,0,1,Common schools,Bill,B,(Dolan),1,0
1,0,2019-20,SHB 1076,1076,,,,,2020-02-21,0,1,SHB 1076,Returned to Rules Committee for second reading.,0,H Rules C,0,0,2019-01-31,AN ACT Relating to modifying certain common school provisions;,0,Modifying certain common school provisions.,House,26174,H-1320.1,0,0,0,1,Common schools,Bill,B,(Dolan),0,1
