Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2025-26,HB 1751,1751,,,,,2025-01-30,0,0,HB 1751,"First reading, referred to Finance.",0,H Finance,0,0,2025-01-30,AN ACT Relating to establishing a sales and use tax exemption for required course materials at public institutions of higher education;,1,Establishing a sales and use tax exemption for required course materials at public institutions of higher education.,House,34037,H-0919.1,0,0,0,0,Course materials sales tax,Bill,B,(Timmons),1,0
1,0,2025-26,HB 1752,1752,,,,,2025-01-31,0,0,HB 1752,"First reading, referred to Early Learning & Human Services.",0,H EL & Human Svc,0,0,2025-01-31,AN ACT Relating to concurrent jurisdiction for courts of limited jurisdiction over juvenile misdemeanor offenses;,1,Concerning concurrent jurisdiction for courts of limited jurisdiction over juvenile misdemeanor offenses.,House,29877,H-0976.1,0,0,0,0,Juvenile misdemeanor jdx,Bill,B,(Duerr),1,0
1,0,2025-26,HB 1753,1753,,,,,2025-01-31,0,0,HB 1753,"First reading, referred to Early Learning & Human Services.",0,H EL & Human Svc,0,0,2025-01-31,AN ACT Relating to addressing threats of harm to children by modifying the child removal standard related to another person's use or possession of a high-potency synthetic opioid;,0,Addressing threats of harm to children by modifying the child removal standard related to another person's use or possession of a high-potency synthetic opioid.,House,31533,H-0794.1,0,0,0,0,Child removal/opioid use,Bill,B,(Rule),0,0
1,0,2025-26,HB 1754,1754,,,,,2025-01-31,0,0,HB 1754,"First reading, referred to Health Care & Wellness.",0,H HC/Wellness,0,0,2025-01-31,AN ACT Relating to requiring medicare supplemental insurance to be offered on a guaranteed issue basis during an open enrollment period;,0,Requiring medicare supplemental insurance to be offered on a guaranteed issue basis during an open enrollment period.,House,29107,H-0997.1,0,0,0,0,Medicare suppl./guaranteed,Bill,B,(Thai),1,0
1,0,2025-26,HB 1755,1755,,,,,2025-04-22,0,0,HB 1755,Effective date 7/27/2025.,0,C 144 L 25,0,0,2025-01-31,AN ACT Relating to exempting elective percutaneous coronary intervention performed in certain hospitals owned or operated by a state entity from certificate of need requirements;,0,Exempting elective percutaneous coronary intervention performed in certain hospitals owned or operated by a state entity from certificate of need requirements.,House,34036,H-0938.2,0,0,0,0,Coronary interventions/CN,Bill,B,(Street),1,0
1,0,2025-26,HB 1756,1756,,2025-26,SB 5628,Ssubst for,2025-02-20,0,0,HB 1756,Referred to Rules 2 Review.,0,H Rules R,0,0,2025-01-31,AN ACT Relating to lead in cookware;,0,Concerning lead in cookware.,House,34036,H-0900.2,0,0,0,0,Lead in cookware,Bill,B,(Street),1,0
1,0,2025-26,SHB 1756,1756,,,,,2025-02-20,0,1,SHB 1756,Referred to Rules 2 Review.,0,H Rules R,0,0,2025-02-18,AN ACT Relating to lead in cookware;,0,Concerning lead in cookware.,House,34036,H-1514.1,0,0,0,0,Lead in cookware,Bill,B,ENVI(Street),1,1
1,0,2025-26,HB 1757,1757,,,,,2025-05-07,1,1,HB 1757,Effective date 7/27/2025.,0,C 203 L 25,0,0,2025-01-31,AN ACT Relating to modifying regulations for existing buildings used for residential purposes;,1,Modifying regulations for existing buildings used for residential purposes.,House,29109,H-0969.1,0,0,0,0,Residential use/existing,Bill,B,(Walen),1,0
0,0,2025-26,HB 1758,1758,,,,,2025-03-10,0,0,HB 1758,1st substitute bill substituted.,0,H subst for,0,0,2025-01-31,AN ACT Relating to calculating the inflation rate for aquatic land leases;,0,Calculating the inflation rate for aquatic land leases.,House,35415,H-0561.1,0,0,0,0,Aquatic land lease inflation,Bill,B,(Parshley),1,0
1,0,2025-26,SHB 1758,1758,,,,,2025-04-27,0,0,SHB 1758,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2025-02-14,AN ACT Relating to calculating the inflation rate for aquatic land leases;,0,Calculating the inflation rate for aquatic land leases.,House,35415,H-1449.1,0,0,0,0,Aquatic land lease inflation,Bill,B,AGNR(Parshley),0,1
1,0,2025-26,HB 1759,1759,,,,,2025-04-27,0,0,HB 1759,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2025-01-31,AN ACT Relating to designating the twelfth day of December as the day of the 12s;,0,Designating the twelfth day of December as the day of the 12s.,House,27494,H-0908.1,0,0,0,0,Day of the 12s,Bill,B,(Mena),0,0
1,0,2025-26,HB 1760,1760,,,,,2025-04-16,0,0,HB 1760,Effective date 7/27/2025.,0,C 68 L 25,0,0,2025-01-31,AN ACT Relating to removing barriers for organizations selling manufactured homes to low-income households at cost;,1,Removing barriers for organizations selling manufactured homes to low-income households.,House,26170,H-0830.1,0,0,0,0,Manufactured homes/org. sale,Bill,B,(Volz),1,0
1,0,2025-26,HB 1761,1761,,,,,2025-01-31,0,0,HB 1761,"First reading, referred to State Government & Tribal Relations.",0,H State Govt & T,0,0,2025-01-31,AN ACT Relating to timing of the oath of office for local elected officials;,0,Concerning timing of the oath of office for local elected officials.,House,26170,H-0554.1,0,0,0,0,Local elected official oaths,Bill,B,(Volz),0,0
1,0,2025-26,HB 1762,1762,,,,,2025-01-31,0,0,HB 1762,"First reading, referred to Postsecondary Education & Workforce.",0,H Postsec Ed & W,0,0,2025-01-31,AN ACT Relating to prohibiting institutions of higher education from requiring students to live on campus;,0,Prohibiting institutions of higher education from requiring students to live on campus.,House,35411,H-0841.1,0,0,0,0,Higher ed./residence req.,Bill,B,(Keaton),1,0
1,0,2025-26,HB 1763,1763,,2025-26,SB 5576,Ssubst for,2025-01-31,0,0,HB 1763,"First reading, referred to Finance.",0,H Finance,0,0,2025-01-31,AN ACT Relating to providing state funding for essential affordable housing programs;,1,Providing state funding for essential affordable housing programs.,House,35415,H-0891.1,0,0,0,0,Affordable housing funding,Bill,B,(Parshley),1,0
1,0,2025-26,HB 1764,1764,,2025-26,SB 5578,SLabor & Comm,2025-01-31,0,0,HB 1764,"First reading, referred to Labor & Workplace Standards.",0,H Labor & Workpl,0,0,2025-01-31,AN ACT Relating to strengthening Washington's labor standards;,1,Concerning labor standards.,House,27494,H-0991.1,0,0,0,0,Labor standards,Bill,B,(Mena),1,0
1,0,2025-26,HB 1765,1765,,2025-26,SB 5707,SState Gov/Trib,2025-01-31,0,0,HB 1765,"First reading, referred to State Government & Tribal Relations.",0,H State Govt & T,0,0,2025-01-31,AN ACT Relating to exempting email addresses of individuals who subscribe to regular communications and updates from local agencies;,0,Exempting email addresses of individuals who subscribe to regular communications and updates from local agencies.,House,31527,H-0992.2,0,0,0,0,Subscriber emails/PRA,Bill,B,(Simmons),0,0
1,0,2025-26,HB 1766,1766,,,,,2025-01-31,0,0,HB 1766,"First reading, referred to Health Care & Wellness.",0,H HC/Wellness,0,0,2025-01-31,AN ACT Relating to prohibiting certain contracting practices by a health carrier acting as a third-party administrator for self-insured coverage offered to public employees;,0,Prohibiting certain contracting practices by a health carrier acting as a third-party administrator for self-insured coverage offered to public employees.,House,26178,H-0998.1,0,0,0,0,Health carrier practices,Bill,B,(Macri),1,0
1,0,2025-26,HB 1767,1767,,,,,2025-01-31,0,0,HB 1767,"First reading, referred to Finance.",0,H Finance,0,0,2025-01-31,AN ACT Relating to school enrollments for enrichment funding;,0,Concerning school enrollments for enrichment funding.,House,35736,H-0181.1,0,0,0,0,School enrollment/funding,Bill,B,(Zahn),0,0
1,0,2025-26,HB 1768,1768,,,,,2025-02-21,0,0,HB 1768,Referred to Appropriations.,0,H Approps,0,0,2025-01-31,AN ACT Relating to preserving manufactured housing communities by limiting purchases by certain entities;,0,Preserving manufactured housing communities by limiting purchases by certain entities.,House,29106,H-1004.1,0,0,0,0,Manuf. housing purchases,Bill,B,(Lekanoff),1,0
1,0,2025-26,SHB 1768,1768,,,,,2025-02-21,0,0,SHB 1768,Referred to Appropriations.,0,H Approps,0,0,2025-02-20,AN ACT Relating to preserving manufactured housing communities by limiting purchases by certain entities;,0,Preserving manufactured housing communities by limiting purchases by certain entities.,House,29106,H-1617.1,0,0,0,0,Manuf. housing purchases,Bill,B,HOUS(Lekanoff),1,1
1,0,2025-26,HB 1769,1769,,2025-26,SB 5072,SWays & Means,2025-02-27,0,0,HB 1769,Referred to Rules 2 Review.,0,H Rules R,0,0,2025-01-31,AN ACT Relating to abandoned vehicles sold at auctions conducted by registered tow truck operators;,0,Concerning abandoned vehicles sold at auctions conducted by registered tow truck operators.,House,10039,H-0980.1,0,0,0,0,Abandoned vehicle auctions,Bill,B,(Springer),1,0
1,0,2025-26,HB 1770,1770,,,,,2025-01-31,0,0,HB 1770,"First reading, referred to Health Care & Wellness.",0,H HC/Wellness,0,0,2025-01-31,AN ACT Relating to the administration of vision benefits;,0,Concerning the administration of vision benefits.,House,29107,H-0753.1,0,0,0,0,Vision benefits,Bill,B,(Thai),0,0
1,0,2025-26,HB 1771,1771,,2025-26,SB 5505,"SEnvironment, E",2025-01-31,0,0,HB 1771,"First reading, referred to Technology, Economic Development, & Veterans.",0,"H Tech, Econ Dev",0,0,2025-01-31,AN ACT Relating to the state universal communications services program;,0,Concerning the state universal communications services program.,House,34050,H-0995.1,0,0,0,0,Universal communications,Bill,B,(Shavers),0,0
1,0,2025-26,HB 1772,1772,,2025-26,ESB 5595,C 300 L 25,2025-01-31,0,0,HB 1772,"First reading, referred to Transportation.",0,H Transportation,0,0,2025-01-31,AN ACT Relating to establishing shared streets;,1,Establishing shared streets.,House,34033,H-0511.1,0,0,0,0,Shared streets,Bill,B,(Reed),1,0
1,0,2025-26,HB 1773,1773,,2025-26,SB 5626,SWays & Means,2025-02-20,0,0,HB 1773,Referred to Appropriations.,0,H Approps,0,0,2025-01-31,AN ACT Relating to creating a wage replacement program for certain Washington workers excluded from unemployment insurance;,0,Creating a wage replacement program for certain Washington workers excluded from unemployment insurance.,House,34028,H-1022.1,0,0,0,0,Wage replacement,Bill,B,(Cortes),1,0
1,0,2025-26,SHB 1773,1773,,,,,2025-02-20,0,0,SHB 1773,Referred to Appropriations.,0,H Approps,0,0,2025-02-14,AN ACT Relating to creating a wage replacement program for certain Washington workers excluded from unemployment insurance;,0,Creating a wage replacement program for certain Washington workers excluded from unemployment insurance.,House,34028,H-1403.1,0,0,0,0,Wage replacement,Bill,B,LAWS(Cortes),1,1
0,0,2025-26,HB 1774,1774,,,,,2025-03-04,0,0,HB 1774,1st substitute bill substituted.,0,H subst for,0,0,2025-02-03,AN ACT Relating to modifying allowable terms for the lease of unused highway land;,1,Modifying allowable terms for the lease of unused highway land.,House,17241,H-0871.1,0,0,0,0,Lease of unused highway land,Bill,B,(Fey),1,0
1,0,2025-26,SHB 1774,1774,,,,,2025-05-17,1,1,SHB 1774,Effective date 7/27/2025.,0,C 298 L 25,0,0,2025-02-20,AN ACT Relating to modifying allowable terms for the lease of unused highway land;,1,Modifying allowable terms for the lease of unused highway land.,House,17241,H-1637.1,0,0,0,0,Lease of unused highway land,Bill,B,TR(Fey),1,1
1,0,2025-26,HB 1775,1775,,,,,2025-02-21,0,0,HB 1775,Referred to Appropriations.,0,H Approps,0,0,2025-02-03,AN ACT Relating to prohibiting activities related to the production and manufacturing of fur products;,0,Prohibiting activities related to the production and manufacturing of fur products.,House,29109,H-0010.1,0,0,0,0,Fur products,Bill,B,(Walen),1,0
1,0,2025-26,SHB 1775,1775,,,,,2025-02-21,0,0,SHB 1775,Referred to Appropriations.,0,H Approps,0,0,2025-02-19,AN ACT Relating to prohibiting activities related to the production and manufacturing of fur products;,0,Prohibiting activities related to the production and manufacturing of fur products.,House,29109,H-1543.2,0,0,0,0,Fur products,Bill,B,AGNR(Walen),0,1
1,0,2025-26,HB 1776,1776,,,,,2025-02-03,0,0,HB 1776,"First reading, referred to Appropriations.",0,H Approps,0,0,2025-02-03,AN ACT Relating to establishing the firearm fee liability and refund act;,0,Providing reimbursement of firearm background check fees.,House,26170,H-1021.1,0,0,0,0,Firearm check fee refunds,Bill,B,(Volz),1,0
1,0,2025-26,HB 1777,1777,,,,,2025-02-03,0,0,HB 1777,"First reading, referred to Postsecondary Education & Workforce.",0,H Postsec Ed & Wk,0,0,2025-02-03,AN ACT Relating to the requirements and process for approving and registering apprenticeship programs;,0,Concerning the requirements and process for approving and registering apprenticeship programs.,House,34035,H-0909.2,0,0,0,0,Apprenticeship approval,Bill,B,(Schmidt),1,0
1,0,2025-26,HB 1778,1778,,,,,2025-02-03,0,0,HB 1778,"First reading, referred to Appropriations.",0,H Approps,0,0,2025-02-03,AN ACT Relating to sharing state sales tax revenues with local governments and not increasing the state or local sales tax rate;,0,Sharing state sales tax revenues with local governments and not increasing the state or local sales tax rate.,House,29098,H-0717.2,0,0,0,0,State sales tax revenues,Bill,B,(Dufault),0,0
1,0,2025-26,HB 1779,1779,,,,,2025-02-03,0,0,HB 1779,"First reading, referred to Labor & Workplace Standards.",0,H Labor & Workpla,0,0,2025-02-03,"AN ACT Relating to authorizing an agricultural employer to select any 26 weeks in a calendar year as special circumstance weeks for labor demand, during which in each of the selected 26 weeks, the agricultural employer may employ agricultural employees for up to 50 hours before the requirement to pay overtime applies under RCW 49.46.130;",0,Authorizing agricultural employers to select 26 weeks a year to employ workers for up to 50 hours a week before overtime applies.,House,29098,H-0942.1,0,0,0,0,Ag. employers/overtime,Bill,B,(Dufault),0,0
1,0,2025-26,HB 1780,1780,,,,,2025-02-03,0,0,HB 1780,"First reading, referred to Health Care & Wellness.",0,H HC/Wellness,0,0,2025-02-03,AN ACT Relating to promoting accurate communications between patients and health care providers;,0,Promoting accurate communications between patients and health care providers.,House,35413,H-1064.1,0,0,0,0,Doctor title/health provider,Bill,B,(Marshall),0,0
1,0,2025-26,HB 1781,1781,,,,,2025-02-03,0,0,HB 1781,"First reading, referred to State Government & Tribal Relations.",0,H State Govt & Tr,0,0,2025-02-03,AN ACT Relating to enforcement actions by the public disclosure commission;,0,Concerning enforcement actions by the public disclosure commission.,House,35413,H-0948.1,0,0,0,0,PDC enforcement actions,Bill,B,(Marshall),1,0
1,0,2025-26,HB 1782,1782,,,,,2025-02-21,0,0,HB 1782,Referred to Rules 2 Review.,0,H Rules R,0,0,2025-02-03,AN ACT Relating to amending the timeline for reporting campaign contributions and expenditures;,0,Amending the timeline for reporting campaign contributions and expenditures.,House,35413,H-0949.1,0,0,0,0,Campaign reporting timeline,Bill,B,(Marshall),1,0
1,0,2025-26,SHB 1782,1782,,,,,2025-02-21,0,0,SHB 1782,Referred to Rules 2 Review.,0,H Rules R,0,0,2025-02-19,AN ACT Relating to amending the timeline for reporting campaign contributions and expenditures;,0,Amending the timeline for reporting campaign contributions and expenditures.,House,35413,H-1586.1,0,0,0,0,Campaign reporting timeline,Bill,B,SGOV(Marshall),1,1
1,0,2025-26,HB 1783,1783,,,,,2025-03-19,0,0,HB 1783,Returned to Rules Committee for second reading.,0,H Rules C,0,0,2025-02-03,AN ACT Relating to law enforcement officers participating in college and technical school programs;,0,Concerning law enforcement officers participating in college and technical school programs.,House,35414,H-0922.2,0,0,0,0,Law enf. officers/colleges,Bill,B,(Mendoza),0,0
1,0,2025-26,SHB 1783,1783,,,,,2025-03-19,0,0,SHB 1783,Returned to Rules Committee for second reading.,0,H Rules C,0,0,2025-02-19,AN ACT Relating to law enforcement officers participating in college and technical school programs;,0,Concerning law enforcement officers participating in college and technical school programs.,House,35414,H-1599.1,0,0,0,0,Law enf. officers/colleges,Bill,B,PEW(Mendoza),0,1
0,0,2025-26,HB 1784,1784,,,,,2025-03-05,0,0,HB 1784,1st substitute bill substituted.,0,H subst for,0,0,2025-02-03,AN ACT Relating to certified medical assistants;,0,Concerning certified medical assistants.,House,35413,H-1034.1,0,0,0,0,Certified medical assistants,Bill,B,(Marshall),1,0
1,0,2025-26,SHB 1784,1784,,,,,2025-04-27,0,0,SHB 1784,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2025-02-18,AN ACT Relating to certified medical assistants;,0,Concerning certified medical assistants.,House,35413,H-1469.2,0,0,0,0,Certified medical assistants,Bill,B,HCW(Marshall),1,1
