group,groupDesc,longDesc,passedId,num,ver,status.cat,status.comm,status.first,status.chamber,actionLine,active,sponsor,intro,action,fn,req,approp,current,prefiled,rcws
"1990","Utility disaster costs","Authorizing utility companies to securitize certain costs related to disasters or emergencies to lower costs to customers.","2SHB 1990","1990","SHB 1990","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Abbarno","2025-02-20","2025-03-10","SFN,Loc","","0","0","0","80.08.140|80.28|80.28.005|80.28.303|80.28.306|80.28.309"
"1990","Utility disaster costs","Authorizing utility companies to securitize certain costs related to disasters or emergencies to lower costs to customers.","2SHB 1990","1990","2SHB 1990","ENACTED","","","","Effective date 5/17/2025.","1","Abbarno","2025-02-27","2025-05-17","SFN,Loc","","0","0","0","80.08.140|80.28|80.28.005|80.28.303|80.28.306|80.28.309"
"1991","Agency email subscribers/PRA","Exempting from public inspection and copying requirements email addresses of individuals who subscribe to regular communications of certain agencies as defined under the public records act.","","1991","HB 1991","COMMITTEE","SGTR","true","H","First reading, referred to State Government & Tribal Relations.","1","Simmons","2025-02-17","2025-02-17","","","0","0","0",""
"1992 / 5581","Safe system approach strat.","Implementing safe system approach strategies for active transportation infrastructure.","","1992","HB 1992","COMMITTEE","TRAN","true","H","First reading, referred to Transportation.","1","Zahn","2025-02-17","2025-02-17","SFN","","0","0","0","46.04|46.04.118|46.04.160|46.04.220|46.61.135|46.61.140|47.04.010|47.04.035|47.04.300|47.04.380|47.04.430|47.30.010|47.30.020|47.30.030|47.30.040"
"1992 / 5581","Safe system approach strat.","Implementing safe system approach strategies for active transportation infrastructure.","","1992","SB 5581","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Shewmake","2025-01-30","2025-04-27","SFN","","0","0","0","46.04|46.04.118|46.04.160|46.04.220|46.61.135|46.61.140|47.04.010|47.04.035|47.04.300|47.04.380|47.04.430|47.30.010|47.30.020|47.30.030|47.30.040"
"1993","Child care providers/B&O tax","Exempting child care providers from the business and occupation tax.","","1993","HB 1993","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Waters","2025-02-18","2025-02-18","SFN","","0","0","0",""
"1994","Renewable energy hosts/tax","Encouraging local support of communities that host renewable energy through changes in tax policy.","","1994","HB 1994","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Klicker","2025-02-18","2025-02-18","SFN,Loc","","0","0","0",""
"1995","Tax preferences","Concerning tax preferences.","","1995","HB 1995","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Thomas","2025-02-18","2025-02-18","SFN,Loc","","0","0","0","36.100.090|36.102.070|82.04.050|82.04.110|82.04.120|82.04.260|82.04.260|82.04.367|82.04.421|82.04.426|82.04.4282|82.04.4295|82.04.4331|82.04.4332|82.04.43395|82.04.434|82.04.447|82.04.448|82.04.4482|82.04.545|82.08.02566|82.08.02568|82.08.02569|82.08.965|82.08.970|82.12.022|82.12.024|82.12.02566|82.12.02568|82.12.02569|82.12.0265|82.12.965|82.12.970|82.16.046|82.16.0495|82.16.0498|82.16.315|82.21.040|82.23a.030|82.23b.030|82.29a.130|82.29a.132|82.29a.137|82.45.010|82.45.030|82.45.190|82.64.030|84.36.010|84.36.030|84.36.047"
"1996","Behavioral health diversion","Authorizing a qualified county to impose a tax for the funding of behavioral health diversion from the criminal justice system.","","1996","HB 1996","RULES","","","H","Referred to Rules 2 Review.","1","Farivar","2025-02-18","2025-02-28","SFN,Loc","","0","0","0",""
"1996","Behavioral health diversion","Authorizing a qualified county to impose a tax for the funding of behavioral health diversion from the criminal justice system.","","1996","SHB 1996","RULES","","","H","Referred to Rules 2 Review.","1","Farivar","2025-02-26","2025-02-28","SFN,Loc","","0","0","0",""
"1997","Property tax cut","Cutting statewide property tax revenues by 10 percent without creating a shift to other taxpayers.","","1997","HB 1997","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Mendoza","2025-02-18","2025-02-18","","","0","0","0","84.52.065|84.55.010"
"1998 / 5774","Investment income/B&O tax","Clarifying the scope of the investment income business and occupation tax deduction.","","1998","HB 1998","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Walen","2025-02-18","2025-02-18","","","0","0","0",""
"1998 / 5774","Investment income/B&O tax","Clarifying the scope of the investment income business and occupation tax deduction.","","1998","SB 5774","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Torres","2025-02-24","2025-02-24","","","0","0","0",""
"1999","Ag. land/foreign ownership","Concerning foreign ownership of agricultural land in Washington.","","1999","HB 1999","COMMITTEE","CRJ","true","H","First reading, referred to Civil Rights & Judiciary.","1","Schmick","2025-02-19","2025-02-19","","","0","0","0","64.16|64.16.005"
"2000 / 5743","Law enforcement memorial","Regarding names to be included on the Washington state law enforcement memorial.","","2000","HB 2000","COMMITTEE","CAP","true","H","First reading, referred to Capital Budget.","1","Valdez","2025-02-19","2025-02-19","","","0","0","0",""
"2000 / 5743","Law enforcement memorial","Regarding names to be included on the Washington state law enforcement memorial.","","2000","SB 5743","COMMITTEE","STATE GOVERNMENT, TRIBAL AFFAIRS & ELECTIONS","true","S","First reading, referred to State Government, Tribal Affairs & Elections.","1","Krishnadasan","2025-02-13","2025-02-13","","","0","0","0",""
"2001","Sunsetting state entities","Sunsetting all nonconstitutionally mandated state agencies, commissions, boards, task forces, work groups, and councils every 10 years absent affirmative reestablishment by the legislature.","","2001","HB 2001","COMMITTEE","SGTR","true","H","First reading, referred to State Government & Tribal Relations.","1","Dufault","2025-02-19","2025-02-19","","","0","0","0",""
"2002","Firearm recovery rewards","Concerning criminal justice and the recovery of firearms used in the commission of a crime.","","2002","HB 2002","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Couture","2025-02-19","2025-02-19","","","0","0","0","10.85|82.14.310|82.14.320|82.14.330"
"2003","Columbia river endorsement","Concerning the Columbia river recreational salmon and steelhead endorsement program.","HB 2003","2003","HB 2003","ENACTED","","","","Effective date 1/1/2026.","1","Reeves","2025-02-20","2025-05-17","SFN","","0","0","0",""
"2004","Voter database access","Providing secure online access to the voter registration database.","","2004","HB 2004","COMMITTEE","SGTR","true","H","First reading, referred to State Government & Tribal Relations.","1","Chase","2025-02-20","2025-02-20","","","0","0","0",""
"2005","EV charging station damage","Providing for enforcement actions for property damage of electric vehicle charging stations.","","2005","HB 2005","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Barkis","2025-02-20","2025-02-20","","","0","0","0",""
"2006","Industrial land banks","Extending the deadline for a rural county collecting the sales and use tax for economic development purposes to designate industrial land banks under the growth management act.","","2006","HB 2006","COMMITTEE","LG","true","H","First reading, referred to Local Government.","1","Ybarra","2025-02-20","2025-02-20","","","0","0","0",""
"2007 / 5859","Competency-based assessments","Expanding opportunities for competency-based assessments in graduation pathway options.","","2007","HB 2007","COMMITTEE","ED","true","H","First reading, referred to Education.","1","Stonier","2025-02-20","2025-02-20","","","0","1","0",""
"2007 / 5859","Competency-based assessments","Expanding opportunities for competency-based assessments in graduation pathway options.","","2007","SB 5859","PREFILED","","","S","Prefiled for introduction.","1","Wellman","","2025-12-09","","","0","1","1",""
"2008","Personal hygiene products","Concerning chemicals in certain personal hygiene products.","","2008","HB 2008","COMMITTEE","E&E","true","H","First reading, referred to Environment & Energy.","1","Mena","2025-02-20","2025-02-20","","","0","0","0",""
"2009","Controlling interest/REET","Clarifying the calculation of the real estate excise tax for the transfer of a controlling interest in an entity holding real property.","","2009","HB 2009","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Salahuddin","2025-02-20","2025-02-20","SFN,Loc","","0","0","0",""
"2010","Safe drinking water grants","Creating a safe drinking water grant program for economically distressed communities.","","2010","HB 2010","COMMITTEE","E&E","true","H","First reading, referred to Environment & Energy.","1","Manjarrez","2025-02-21","2025-02-21","","","0","0","0","43.20.050|70a.125"
"2011 / 5761","Dependency/attorney appt.","Developing a schedule for court appointment of attorneys for children and youth in dependency and termination proceedings.","SB 5761","2011","HB 2011","COMMITTEE","APP","true","H","First reading, referred to Appropriations.","1","Ormsby","2025-02-21","2025-02-21","","","0","0","0",""
"2011 / 5761","Dependency/attorney appt.","Developing a schedule for court appointment of attorneys for children and youth in dependency and termination proceedings.","SB 5761","2011","SB 5761","ENACTED","","","","Effective date 7/27/2025.","1","Frame","2025-02-17","2025-05-20","SFN","","0","0","0",""
"2012","Transition to kindergarten","Funding the transition to kindergarten program.","","2012","HB 2012","COMMITTEE","APP","true","H","First reading, referred to Appropriations.","1","Bergquist","2025-02-21","2025-02-21","SFN","","1","0","0",""
"2013","Liquor licensees/fan zones","Concerning temporary authorizations for liquor licensees in fan zones or host cities.","","2013","HB 2013","COMMITTEE","CPB","true","H","First reading, referred to Consumer Protection & Business.","1","Richards","2025-02-21","2025-02-21","","","0","0","0","66.08.030|66.24.710|66.44.100"
"2014 / 5219","Partial confinement","Concerning partial confinement eligibility and alignment.","","2014","HB 2014","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Goodman","2025-02-21","2025-02-21","","","0","0","0","9.94a.030|9.94a.6551|9.94a.728|9.94a.733"
"2014 / 5219","Partial confinement","Concerning partial confinement eligibility and alignment.","","2014","SB 5219","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Wilson, C.","2025-01-13","2025-02-19","SFN","G","0","0","0","9.94a.030|9.94a.6551|9.94a.728|9.94a.733"
"2015","Public safety funding","Improving public safety funding by providing resources to local governments and state and local criminal justice agencies, and authorizing a local option tax.","ESHB 2015","2015","HB 2015","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Entenman","2025-02-21","2025-03-11","SFN,Loc","","0","0","0","43.101|82.14"
"2015","Public safety funding","Improving public safety funding by providing resources to local governments and state and local criminal justice agencies, and authorizing a local option tax.","ESHB 2015","2015","SHB 2015","OTHER","","","H","","0","Entenman","2025-02-28","","SFN,Loc","","0","0","0","36.28a|43.101|82.14"
"2015","Public safety funding","Improving public safety funding by providing resources to local governments and state and local criminal justice agencies, and authorizing a local option tax.","ESHB 2015","2015","ESHB 2015","ENACTED","","","","Effective date 7/27/2025.","1","Entenman","2025-02-28","2025-05-19","SFN,Loc","","0","0","0","36.28a|43.101|82.14"
"2016","Capital budget for broadband","Concerning an additive capital budget for state matching funds and federal expenditure authority for broadband.","","2016","HB 2016","RULES","","","H","Referred to Rules 2 Review.","1","Tharinger","2025-02-21","2025-02-28","","","0","0","0",""
"2017","School director training","Making a required school director governance training program available at no cost and virtually.","","2017","HB 2017","COMMITTEE","ED","true","H","First reading, referred to Education.","1","Walsh","2025-02-24","2025-02-24","","","0","0","0",""
"2018","Solid waste/local government","Concerning solid waste and establishing the local government solid waste assistance account.","","2018","HB 2018","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Doglio","2025-02-24","2025-02-24","","","0","0","0","82.18|82.18.020|82.18.040"
"2019","Estate tax","Making the estate tax more progressive.","","2019","HB 2019","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Street","2025-02-24","2025-02-24","SFN","","0","0","0","83.100.020|83.100.040"
"2020 / 5777","Payment card processing/tax","Creating a business and occupation tax deduction and increasing the rate for persons conducting payment card processing activities.","","2020","HB 2020","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Berg","2025-02-24","2025-04-17","SFN","","0","0","0","82.04|82.04.290|82.04.29004|82.04.299"
"2020 / 5777","Payment card processing/tax","Creating a business and occupation tax deduction and increasing the rate for persons conducting payment card processing activities.","","2020","SB 5777","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Robinson","2025-02-25","2025-02-25","SFN","","0","0","0","82.04|82.04.290|82.04.29004|82.04.299"
