Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2023-24,HB 1023,1023,,,,,2023-04-20,0,0,HB 1023,Effective date 7/23/2023.,0,C 129 L 23,0,0,2023-01-09,AN ACT Relating to the elimination of wire tap authorization reporting to the administrative office of the courts;,0,Eliminating wire tap authorization reporting to the administrative office of the courts.,House,29109,Z-0134.2,0,0,0,1,Wire tap reports/courts,Bill,B,(Walen),1,0
1,0,2023-24,HB 1024,1024,,,,,2024-01-08,0,0,HB 1024,"House Rules ""X"" file.",0,H Rules X,0,0,2023-01-09,AN ACT Relating to labor and income of incarcerated persons;,1,Concerning labor and income of incarcerated persons.,House,31527,H-0138.1,0,0,0,0,Incarcerated persons/labor,Bill,B,(Simmons),1,0
1,0,2023-24,SHB 1024,1024,,,,,2024-01-08,0,0,SHB 1024,"House Rules ""X"" file.",0,H Rules X,0,0,2023-02-13,AN ACT Relating to labor and income of incarcerated persons;,1,Concerning labor and income of incarcerated persons.,House,31527,H-1280.1,0,0,0,0,Incarcerated persons/labor,Bill,B,APP(Simmons),1,1
1,0,2023-24,HB 1025,1025,,,,,2024-01-08,0,0,HB 1025,Referred to Civil Rights & Judiciary.,0,H Civil R & Judi,0,0,2023-01-09,AN ACT Relating to creating a private right of action for harm from violations of the state Constitution or state law by peace officers;,1,Creating a private right of action for harm from violations of the state Constitution or state law by peace officers.,House,29107,H-0167.1,0,0,0,0,Police/private actions,Bill,B,(Thai),1,0
1,0,2023-24,SHB 1025,1025,,,,,2024-01-08,0,0,SHB 1025,Referred to Civil Rights & Judiciary.,0,H Civil R & Judi,0,0,2023-02-10,AN ACT Relating to creating a private right of action for harm from violations of the state Constitution or state law by peace officers;,1,Creating a private right of action for harm from violations of the state Constitution or state law by peace officers.,House,29107,H-1235.1,0,0,0,0,Police/private actions,Bill,B,CRJ(Thai),1,1
1,0,2023-24,2SHB 1025,1025,,,,,2024-01-08,0,1,2SHB 1025,Referred to Civil Rights & Judiciary.,0,H Civil R & Judi,0,0,2023-02-23,AN ACT Relating to creating a private right of action for harm from violations of the state Constitution or state law by peace officers;,0,Creating a private right of action for harm from violations of the state Constitution or state law by peace officers.,House,29107,H-1498.1,0,0,0,0,Police/private actions,Bill,B,APP(Thai),0,2
1,0,2023-24,HB 1026,1026,,,,,2024-01-08,0,0,HB 1026,Referred to Housing.,0,H Housing,0,0,2023-01-09,AN ACT Relating to local government design review;,0,Concerning local government design review.,House,29109,H-0164.1,0,0,0,0,Local gov. design review,Bill,B,(Walen),0,0
1,0,2023-24,SHB 1026,1026,,,,,2024-01-08,0,1,SHB 1026,Referred to Housing.,0,H Housing,0,0,2023-01-19,AN ACT Relating to local government design review;,0,Concerning local government design review.,House,29109,H-0700.1,0,0,0,0,Local gov. design review,Bill,B,HOUS(Walen),0,1
1,0,2023-24,HB 1027,1027,,2023-24,SB 5036,C 8 L 23,2024-01-08,0,0,HB 1027,"House Rules ""X"" file.",0,H Rules X,0,0,2023-01-09,AN ACT Relating to extending the time frame in which real-time telemedicine using both audio and video technology may be used to establish a relationship for the purpose of providing audio-only telemedicine for certain health care services;,0,Concerning telemedicine.,House,15706,H-0201.1,0,0,0,0,Audio-only telemedicine,Bill,B,(Riccelli),1,0
0,0,2023-24,HB 1028,1028,,,,,2023-03-06,0,0,HB 1028,2nd substitute bill substituted.,0,H subst for,0,0,2023-01-09,"AN ACT Relating to supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system;",1,"Supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system.",House,14205,H-0146.2,0,0,0,0,Crime victims & witnesses,Bill,B,(Orwall),1,0
0,0,2023-24,SHB 1028,1028,,,,,2023-03-06,0,0,SHB 1028,2nd substitute bill substituted.,0,H subst for,0,0,2023-01-19,"AN ACT Relating to supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system;",1,"Supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system.",House,14205,H-0609.1,0,0,0,0,Crime victims & witnesses,Bill,B,CS(Orwall),1,1
1,0,2023-24,2SHB 1028,1028,,,,,2023-05-01,1,1,2SHB 1028,Effective date 7/23/2023*.,0,C 197 L 23,0,0,2023-02-22,"AN ACT Relating to supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system;",1,"Supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system.",House,14205,H-1475.1,0,0,0,0,Crime victims & witnesses,Bill,B,APP(Orwall),1,2
1,0,2023-24,HB 1029,1029,,,,,2024-01-08,0,0,HB 1029,"By resolution, reintroduced and retained in present status.",0,H Labor & Workpl,0,0,2023-01-09,AN ACT Relating to reemployment of state workers dismissed from employment due to vaccine mandates;,0,Concerning reemployment of state workers dismissed from employment due to vaccine mandates.,House,31528,H-0165.2,0,0,0,0,Vaccine mandate reemployment,Bill,B,(Jacobsen),0,0
1,0,2023-24,HB 1030,1030,,,,,2023-04-20,0,0,HB 1030,Effective date 7/23/2023.,0,C 130 L 23,0,0,2023-01-09,AN ACT Relating to applied doctorate degree-granting authority;,0,Concerning applied doctorate degree-granting authority.,House,29102,H-0189.1,0,0,0,0,Applied doctorate degrees,Bill,B,(Leavitt),1,0
1,0,2023-24,HB 1031,1031,,,,,2023-04-20,0,0,HB 1031,Effective date 7/23/2023.,0,C 131 L 23,0,0,2023-01-09,AN ACT Relating to the medal of valor award presentation;,0,Modifying medal of valor award presentation requirements.,House,34031,H-0145.1,0,0,0,0,Medal of valor award,Bill,B,(Low),0,0
0,0,2023-24,HB 1032,1032,,2023-24,SB 5039,SWays & Means,2023-03-04,0,0,HB 1032,2nd substitute bill substituted.,0,H subst for,0,0,2023-01-09,AN ACT Relating to mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances;,0,Mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances.,House,20761,H-0156.1,0,0,0,0,Wildfires/electric utilities,Bill,B,(Dent),1,0
0,0,2023-24,SHB 1032,1032,,,,,2023-03-04,0,0,SHB 1032,2nd substitute bill substituted.,0,H subst for,0,0,2023-02-03,AN ACT Relating to mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances;,1,Mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances.,House,20761,H-1020.1,0,0,0,0,Wildfires/electric utilities,Bill,B,AGNR(Dent),1,1
1,0,2023-24,2SHB 1032,1032,,,,,2023-04-20,0,0,2SHB 1032,Effective date 7/23/2023.,0,C 132 L 23,0,0,2023-02-21,AN ACT Relating to mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances;,1,Mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances.,House,20761,H-1436.1,0,0,0,0,Wildfires/electric utilities,Bill,B,APP(Dent),1,2
0,0,2023-24,HB 1033,1033,,,,,2023-02-28,0,0,HB 1033,1st substitute bill substituted.,0,H subst for,0,0,2023-01-09,AN ACT Relating to evaluating compostable product usage in Washington;,0,Evaluating compostable product usage in Washington.,House,29109,H-0133.2,0,0,0,0,Compostable product usage,Bill,B,(Walen),1,0
1,0,2023-24,ESHB 1033,1033,,,,,2023-05-04,1,1,ESHB 1033,Effective date 7/23/2023.,0,C 236 L 23,0,1,2023-01-26,AN ACT Relating to evaluating compostable product usage in Washington;,0,Evaluating compostable product usage in Washington.,House,29109,H-0652.1,0,0,0,0,Compostable product usage,Bill,B,ENVI(Walen),1,1
1,0,2023-24,HB 1034,1034,,2023-24,SB 5161,SAg/Water/Natur,2024-01-08,0,0,HB 1034,"By resolution, reintroduced and retained in present status.",0,H Ag&Nr,0,0,2023-01-09,AN ACT Relating to prohibiting fur farming;,0,Prohibiting fur farming.,House,29109,H-0035.2,0,0,0,0,Fur farming,Bill,B,(Walen),0,0
1,0,2023-24,HB 1035,1035,,,,,2024-01-08,0,0,HB 1035,"By resolution, reintroduced and retained in present status.",0,H HC/Wellness,0,0,2023-01-09,AN ACT Relating to prohibiting health care entities from restricting the provision of certain health care services by health care providers;,0,Prohibiting health care entities from restricting the provision of certain health care services by health care providers.,House,29109,H-0085.1,0,0,0,0,Health care restrictions,Bill,B,(Walen),1,0
1,0,2023-24,HB 1036,1036,,,,,2024-01-08,0,0,HB 1036,"By resolution, reintroduced and retained in present status.",0,"H Human Svc, You",0,0,2023-01-09,AN ACT Relating to duty of clergy to report child abuse or neglect;,0,Providing duty of clergy to report child abuse or neglect.,House,29109,H-0130.1,0,0,0,0,Clergy/child abuse reporting,Bill,B,(Walen),0,0
0,0,2023-24,HB 1037,1037,,,,,2023-02-27,0,0,HB 1037,1st substitute bill substituted.,0,H subst for,0,0,2023-01-09,AN ACT Relating to family burial grounds on privately owned property;,1,Concerning family burial grounds.,House,27181,H-0186.1,0,0,0,0,Family burial grounds,Bill,B,(Walsh),1,0
1,0,2023-24,ESHB 1037,1037,,,,,2024-03-07,0,1,ESHB 1037,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,1,2023-01-20,AN ACT Relating to family burial grounds on privately owned property;,0,Concerning family burial grounds.,House,27181,H-0729.1,0,0,0,0,Family burial grounds,Bill,B,CRJ(Walsh),0,1
1,0,2023-24,HB 1038,1038,,2023-24,SB 5184,C 362 L 24,2024-01-08,0,0,HB 1038,"By resolution, reintroduced and retained in present status.",0,H HC/Wellness,0,0,2023-01-09,AN ACT Relating to licensure of anesthesiologist assistants;,0,Concerning licensure of anesthesiologist assistants.,House,31530,H-0098.2,0,0,0,0,Anesthesiologist assistants,Bill,B,(Taylor),1,0
0,0,2023-24,HB 1039,1039,,2023-24,SB 5288,SHealth & Long,2023-02-27,0,0,HB 1039,2nd substitute bill substituted.,0,H subst for,0,0,2023-01-09,AN ACT Relating to physical therapists performing intramuscular needling;,0,Concerning physical therapists performing intramuscular needling.,House,26178,H-0018.1,0,0,0,0,Intramuscular needling,Bill,B,(Macri),1,0
0,0,2023-24,SHB 1039,1039,,,,,2023-02-27,0,0,SHB 1039,2nd substitute bill substituted.,0,H subst for,0,0,2023-01-20,AN ACT Relating to physical therapists performing intramuscular needling;,0,Concerning physical therapists performing intramuscular needling.,House,26178,H-0732.1,0,0,0,0,Intramuscular needling,Bill,B,HCW(Macri),1,1
1,0,2023-24,2SHB 1039,1039,,,,,2023-05-01,1,1,2SHB 1039,Effective date 7/23/2023.,0,C 198 L 23,0,0,2023-02-08,AN ACT Relating to physical therapists performing intramuscular needling;,0,Concerning physical therapists performing intramuscular needling.,House,26178,H-1105.1,0,0,0,0,Intramuscular needling,Bill,B,APP(Macri),1,2
1,0,2023-24,HB 1040,1040,,,,,2024-01-08,0,0,HB 1040,"By resolution, reintroduced and retained in present status.",0,"H Innov, Comm &",0,0,2023-01-09,AN ACT Relating to establishing an aviation and aerospace advisory committee;,0,Establishing an aviation and aerospace advisory committee.,House,20761,H-0095.1,0,0,0,0,Aviation & aerospace cmte.,Bill,B,(Dent),1,0
1,0,2023-24,HB 1041,1041,,,,,2024-01-08,0,0,HB 1041,"By resolution, reintroduced and retained in present status.",0,H HC/Wellness,0,0,2023-01-09,AN ACT Relating to authorizing the prescriptive authority of psychologists;,0,Authorizing the prescriptive authority of psychologists.,House,17117,H-0178.1,0,0,0,0,Prescribing psychologists,Bill,B,(Bateman),1,0
0,0,2023-24,HB 1042,1042,,,,,2023-02-08,0,0,HB 1042,1st substitute bill substituted.,0,H subst for,0,0,2023-01-09,AN ACT Relating to the creation of additional housing units in existing buildings;,0,Concerning the use of existing buildings for residential purposes.,House,29109,H-0143.2,0,0,0,0,Use of existing buildings,Bill,B,(Walen),0,0
1,0,2023-24,ESHB 1042,1042,,,,,2023-05-04,1,1,ESHB 1042,Effective date 7/23/2023.,0,C 285 L 23,0,1,2023-01-19,AN ACT Relating to the creation of additional housing units in existing buildings;,1,Concerning the use of existing buildings for residential purposes.,House,29109,H-0698.1,0,0,0,0,Use of existing buildings,Bill,B,HOUS(Walen),1,1
0,0,2023-24,HB 1043,1043,,,,,2023-02-13,0,0,HB 1043,1st substitute bill substituted.,0,H subst for,0,0,2023-01-09,AN ACT Relating to association records in common interest communities;,0,Concerning association records in common interest communities.,House,31525,H-0209.2,0,0,0,0,Records/comm. associations,Bill,B,(McEntire),0,0
1,0,2023-24,SHB 1043,1043,,,,,2023-05-11,1,1,SHB 1043,Effective date 7/23/2023.,0,C 409 L 23,0,0,2023-01-16,AN ACT Relating to association records in common interest communities;,0,Concerning association records in common interest communities.,House,31525,H-0551.1,0,0,0,0,Records/comm. associations,Bill,B,HOUS(McEntire),0,1
0,0,2023-24,HB 1044,1044,,,,,2023-03-08,0,0,HB 1044,1st substitute bill substituted.,0,H subst for,0,0,2023-01-09,AN ACT Relating to capital financial assistance to small school districts with demonstrated funding challenges;,0,Providing capital financial assistance to small school districts with demonstrated funding challenges.,House,31525,H-0207.1,0,0,0,0,Capital assistance/schools,Bill,B,(McEntire),1,0
1,0,2023-24,SHB 1044,1044,,,,,2024-03-11,0,1,SHB 1044,Returned to House Rules 3.,0,H Rules 3C,0,0,2023-02-20,AN ACT Relating to capital financial assistance to small school districts with demonstrated funding challenges;,0,Providing capital financial assistance to small school districts with demonstrated funding challenges.,House,31525,H-1382.2,0,0,0,0,Capital assistance/schools,Bill,B,CB(McEntire),1,1
1,0,2023-24,HB 1045,1045,,,,,2024-01-08,0,0,HB 1045,"By resolution, reintroduced and retained in present status.",0,H Approps,0,0,2023-01-09,AN ACT Relating to creating the evergreen basic income pilot program;,1,Creating the evergreen basic income pilot program.,House,31531,H-0227.1,0,0,0,0,Basic income pilot program,Bill,B,(Berry),1,0
1,0,2023-24,SHB 1045,1045,,,,,2024-01-08,0,0,SHB 1045,"By resolution, reintroduced and retained in present status.",0,H Approps,0,0,2023-01-24,AN ACT Relating to creating the evergreen basic income pilot program;,1,Creating the evergreen basic income pilot program.,House,31531,H-0817.1,0,0,0,0,Basic income pilot program,Bill,B,ELHS(Berry),1,1
1,0,2023-24,HB 1046,1046,,,,,2023-04-20,0,0,HB 1046,Effective date 7/23/2023.,0,C 133 L 23,0,0,2023-01-09,AN ACT Relating to expanding housing supply by supporting the ability of public housing authorities to finance affordable housing developments by rebenchmarking area median income limits;,0,Expanding housing supply by supporting the ability of public housing authorities to finance affordable housing developments by rebenchmarking area median income limits.,House,29109,H-0057.1,0,0,0,0,Housing dev. income limits,Bill,B,(Walen),0,0
