Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,1999-00,EHB 1007,1007,,,,,1999-05-14,1,0,EHB 1007,Effective date 7/25/1999.,0,C 322 L 99,0,1,1999-01-11,,1,Changing provisions relating to counterfeited intellectual property.,House,617,,0,0,0,0,Counterfeit intellctual prop,Bill,B,(Ballasiotes),1,0
1,0,1999-00,HB 1008,1008,,,,,2000-01-10,0,0,HB 1008,"By resolution, reintroduced and retained in present status.",0,H Ag & Ecology,0,0,1999-01-11,,0,"Repealing a provision that requires the department of ecology to produce litter bags, and requires people to keep a litter bag in their vehicle or watercraft.",House,1585,,0,0,0,0,Litter bag requirements,Bill,B,(Buck),0,0
1,0,1999-00,HB 1009,1009,,,,,2000-01-10,0,0,HB 1009,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,1999-01-11,,0,Indicating the citizenship requirement for voter registration.,House,1585,,0,0,0,0,Voter registratn/citizenship,Bill,B,(Buck),0,0
1,0,1999-00,HB 1010,1010,,,,,2000-01-10,0,0,HB 1010,"By resolution, reintroduced and retained in present status.",0,H Economic Dev,0,0,1999-01-11,,0,Assisting rural distressed areas.,House,2143,,0,0,0,0,Rural distressed areas,Bill,B,(DeBolt),0,0
1,0,1999-00,HB 1011,1011,,,,,1999-04-19,0,0,HB 1011,Effective date 7/25/1999.,0,C 27 L 99,0,0,1999-01-11,,1,Clarifying that electronic communications are included in the crimes of harassment and stalking.,House,382,,0,0,0,0,Harassment & stalking,Bill,B,(Scott),1,0
1,0,1999-00,HB 1012,1012,,1999-00,SB 5120,SNat/Res/Pks,2000-01-10,0,0,HB 1012,"By resolution, reintroduced and retained in present status.",0,H Rules C,0,0,1999-01-11,,0,"Allowing for the hunting of black bears with bait and dogs, and the hunting of cougars with dogs.",House,2160,,0,0,0,0,Cougar & black bear hunting,Bill,B,(Sump),0,0
1,0,1999-00,SHB 1012,1012,,,,,2000-01-10,0,0,SHB 1012,"By resolution, reintroduced and retained in present status.",0,H Rules C,0,0,1999-02-16,,0,"Allowing for the hunting of black bears with bait and dogs, and the hunting of cougars with dogs.",House,2160,,0,0,0,0,Cougar & black bear hunting,Bill,B,(Sump),0,1
0,0,1999-00,HB 1013,1013,,,,,1999-03-12,0,0,HB 1013,1st substitute bill substituted.,0,H subst for,0,0,1999-01-11,,0,Changing the goals and priorities for grants under the Washington fund for innovation and quality education program.,House,620,,0,0,0,0,Higher ed innovation/quality,Bill,B,(Carlson),0,0
1,0,1999-00,SHB 1013,1013,,,,,1999-05-05,0,0,SHB 1013,Effective date 7/25/1999.,0,C 169 L 99,0,0,1999-02-05,,0,Changing the goals and priorities for grants under the Washington fund for innovation and quality education program.,House,620,,0,0,0,0,Higher ed innovation/quality,Bill,B,(Carlson),0,1
1,0,1999-00,EHB 1014,1014,,,,,1999-05-14,1,0,EHB 1014,Effective date 7/25/1999.,0,C 310 L 99,0,1,1999-01-11,,0,Requiring children age twelve and under to wear a personal flotation device while on a vessel on the waters of the state.,House,620,,0,0,0,0,Personal flotation devices,Bill,B,(Carlson),0,0
0,0,1999-00,HB 1015,1015,,,,,1999-03-09,0,0,HB 1015,1st substitute bill substituted.,0,H subst for,0,0,1999-01-11,,0,Extending the tuition waiver for students in the western interstate commission for higher education undergraduate exchange program.,House,620,,0,0,0,0,Higher ed tuition waiver,Bill,B,(Carlson),1,0
1,0,1999-00,SHB 1015,1015,,,,,1999-05-17,0,0,SHB 1015,Effective date 7/25/1999.,0,C 344 L 99,0,0,1999-01-27,,0,Extending the tuition waiver for students in the western interstate commission for higher education western undergraduate exchange program.,House,620,,0,0,0,0,Higher ed tuition waiver,Bill,B,(Carlson),1,1
0,0,1999-00,HB 1016,1016,,,,,1999-03-09,0,0,HB 1016,1st substitute bill substituted.,0,H subst for,0,0,1999-01-11,,0,Creating the border county higher education opportunity pilot project.,House,620,,0,0,0,0,Border co. higher ed tuition,Bill,B,(Carlson),1,0
1,0,1999-00,SHB 1016,1016,,,,,1999-05-14,0,0,SHB 1016,Effective date 7/25/1999.,0,C 320 L 99,0,0,1999-02-05,,0,Creating the border county higher education opportunity pilot project.,House,620,,0,0,0,0,Border co. higher ed tuition,Bill,B,(Carlson),0,1
1,0,1999-00,HB 1017,1017,,,,,2000-01-10,0,0,HB 1017,"By resolution, reintroduced and retained in present status.",0,H Higher Educ,0,0,1999-01-11,,0,Changing legal representation provisions for institutions of higher education.,House,620,,0,0,0,0,Higher ed legal representatn,Bill,B,(Carlson),0,0
1,0,1999-00,HB 1018,1018,,1999-00,SB 5514,SHigher Educ,1999-04-19,0,0,HB 1018,Effective date 4/19/1999.,0,C 28 L 99,0,0,1999-01-11,,0,Changing Washington award for vocational excellence provisions.,House,620,,0,0,0,0,Vocational excellence award,Bill,B,(Carlson),0,0
1,0,1999-00,HB 1019,1019,,1999-00,SB 5278,C 85 L 99,2000-01-26,0,0,HB 1019,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-11,,0,Changing provisions relating to foreign degree-granting institutions' branch campuses.,House,620,,0,0,0,0,Foreign degree-grantng insti,Bill,B,(Carlson),0,0
1,0,1999-00,HB 1020,1020,,1999-00,SB 5033,SRules 3,2000-01-10,0,0,HB 1020,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-11,,0,Separating from public employees' retirement system plan 1.,House,662,,0,0,0,1,PERS plan 1 separation,Bill,B,(Wolfe),1,0
1,0,1999-00,HB 1021,1021,,1999-00,SB 5034,SWays & Means,2000-01-26,0,0,HB 1021,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-11,,0,Providing membership in the public employees' retirement system for the chief administrative officer of a public utility district or a county.,House,315,,0,0,0,1,PERS/county & PUD officers,Bill,B,(Ogden),1,0
1,0,1999-00,HB 1022,1022,,1999-00,SB 5030,Ssubst for,2000-01-26,0,0,HB 1022,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-11,,0,Adjusting the Washington state patrol surviving spouse retirement allowance.,House,2157,,0,0,0,1,WSP surviving spouse retirmn,Bill,B,(Alexander),1,0
1,0,1999-00,HB 1023,1023,,1999-00,SB 5031,SWays & Means,1999-05-10,1,0,HB 1023,Effective date 5/10/1999.,0,C 223 L 99,0,0,1999-01-11,,0,Sharing extraordinary investment gains in the teachers' retirement system plan 3.,House,407,,0,0,0,1,TRS plan 3 investment gains,Bill,B,"(Sommers, H.)",1,0
0,0,1999-00,HB 1024,1024,,1999-00,SB 5032,Ssubst for,1999-03-04,0,0,HB 1024,1st substitute bill substituted.,0,H subst for,0,0,1999-01-11,,0,Providing a retirement option for certain retirement system members.,House,620,,0,0,0,1,Retirement system option,Bill,B,(Carlson),1,0
1,0,1999-00,SHB 1024,1024,,,,,1999-05-17,1,0,SHB 1024,Effective date 7/25/1999*.,0,C 362 L 99,0,0,1999-02-16,,0,Providing a retirement option for certain retirement system members.,House,620,,0,0,0,1,Retirement system option,Bill,B,WAYS(Carlson),1,1
1,0,1999-00,HB 1025,1025,,1999-00,SB 5029,Ssubst for,2000-01-26,0,0,HB 1025,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-11,,0,Establishing membership in the public employees' retirement system.,House,406,,0,0,0,1,PERS membership,Bill,B,"(Sommers, D.)",1,0
1,0,1999-00,HB 1026,1026,,1999-00,SB 5035,SJudiciary,2000-01-10,0,0,HB 1026,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,1999-01-11,,1,Providing an additional funding source for courts.,House,654,,0,0,0,1,Court funding & improvements,Bill,B,(Sheahan),1,0
1,0,1999-00,HB 1027,1027,,1999-00,SB 5038,SJudiciary,1999-04-23,0,0,HB 1027,Effective date 7/25/1999.,0,C 97 L 99,0,0,1999-01-11,,0,Expanding the membership of the criminal justice training commission.,House,382,,0,1,0,0,Crim justice training commsn,Bill,B,(Scott),1,0
1,0,1999-00,HB 1028,1028,,,,,2000-01-10,0,0,HB 1028,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-11,,0,Raising compensation limits for crime victims.,House,617,,0,0,0,0,Crime victims compensation,Bill,B,(Ballasiotes),1,0
1,0,1999-00,HB 1029,1029,,,,,2000-01-10,0,0,HB 1029,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,1999-01-11,,0,Eliminating double taxation of municipal utility taxes.,House,660,,0,0,0,0,Municipal utility taxation,Bill,B,(Thomas),1,0
1,0,1999-00,HB 1030,1030,,,,,2000-01-10,0,0,HB 1030,"By resolution, reintroduced and retained in present status.",0,"H Technology,",0,0,1999-01-11,,0,Providing penalties for unauthorized changes to a subscriber's telecommunications company.,House,2143,,0,0,0,0,Telecommunicatn servc change,Bill,B,(DeBolt),1,0
1,0,1999-00,HB 1031,1031,,,,,2000-01-26,0,0,HB 1031,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-11,,1,Exempting community radio stations from property taxation.,House,1579,,0,0,0,0,Community radio/property tax,Bill,B,(Radcliff),1,0
1,0,1999-00,HB 1032,1032,,1999-00,SB 5062,SCom/Trde/HFI,2000-01-10,0,0,HB 1032,"By resolution, reintroduced and retained in present status.",0,H Commerce/Lab,0,0,1999-01-11,,0,Granting a limited right to transfer an agency liquor vendor's contract to a surviving spouse or adult child.,House,1157,,0,0,0,0,Agency liquor vendor contrct,Bill,B,(McMorris),0,0
1,0,1999-00,HB 1033,1033,,1999-00,SB 5064,Ssubst for,2000-01-10,0,0,HB 1033,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,1999-01-11,,0,Protecting certain public transportation information.,House,1572,,0,0,0,0,Public transportation info,Bill,B,(Cairnes),0,0
1,0,1999-00,HB 1034,1034,,1999-00,SB 5004,C 4 L 99,2000-01-10,0,0,HB 1034,"By resolution, reintroduced and retained in present status.",0,H Education,0,0,1999-01-11,,0,Remedying a technical problem in school bond elections.,House,654,,0,0,0,0,School bond elections,Bill,B,(Sheahan),0,0
1,1,1999-00,HB 1035,1035,,1999-00,SB 5061,Ssubst for,2000-01-10,0,0,HB 1035,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,1999-01-11,,0,Funding transportation.,House,136,,0,1,0,0,Transportation budget,Bill,B,(Fisher),0,0
1,0,1999-00,HB 1036,1036,,,,,2000-01-10,0,0,HB 1036,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,1999-01-12,,0,Providing vehicle licenses for disabled veterans.,House,2158,,0,0,0,0,Disabled vet license plates,Bill,B,(Bush),1,0
0,0,1999-00,HB 1037,1037,,,,,1999-03-11,0,0,HB 1037,2nd substitute bill substituted.,0,H subst for,0,0,1999-01-12,,0,Creating a registry of Washington resident's electronic mail addresses to facilitate a program that allows private interactive computer service providers to limit unsolicited commercial electronic mail messages.,House,2158,,0,0,0,0,Unsolicitd commercial e-mail,Bill,B,(Bush),1,0
0,0,1999-00,SHB 1037,1037,,,,,1999-03-11,0,0,SHB 1037,2nd substitute bill substituted.,0,H subst for,0,0,1999-02-17,,0,Creating a registry of Washington resident's electronic mail addresses to facilitate a program that allows private interactive computer service providers to limit unsolicited commercial electronic mail messages.,House,2158,,0,0,0,0,Unsolicitd commercial e-mail,Bill,B,(Bush),0,1
1,0,1999-00,2SHB 1037,1037,,,,,1999-05-13,1,0,2SHB 1037,Effective date 7/25/1999.,0,C 289 L 99,0,0,1999-03-06,,0,Creating a registry of Washington resident's electronic mail addresses to facilitate a program that allows private interactive computer service providers to limit unsolicited commercial electronic mail messages.,House,2158,,0,0,0,0,Unsolicitd commercial e-mail,Bill,B,WAYS(Bush),0,2
1,0,1999-00,HB 1038,1038,,,,,2000-01-10,0,0,HB 1038,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,1999-01-12,,0,Extending statute of limitations for adverse possession and prescriptive easement cases.,House,1609,,0,0,0,0,Adverse possession/easements,Bill,B,(Skinner),0,0
1,0,1999-00,HB 1039,1039,,1999-00,ESB 5013,SCom/Trde/HFI,2000-01-10,0,0,HB 1039,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,1999-01-12,,0,Authorizing dissemination of criminal history record information to the gambling commission.,House,376,,0,0,0,1,Gambling commission info,Bill,B,"(Schmidt, K.)",0,0
1,0,1999-00,HB 1040,1040,,,,,2000-01-10,0,0,HB 1040,"By resolution, reintroduced and retained in present status.",0,H Economic Dev,0,0,1999-01-12,,0,Assisting rural distressed areas.,House,2143,,0,0,0,0,Rural distressed areas,Bill,B,(DeBolt),0,0
0,0,1999-00,HB 1041,1041,,,,,1999-02-22,0,0,HB 1041,1st substitute bill substituted.,0,H subst for,0,0,1999-01-13,,0,Authorizing funds for public works projects.,House,286,,0,0,0,1,Public works projects fundng,Bill,B,(Mitchell),0,0
1,1,1999-00,SHB 1041,1041,,,,,1999-04-23,0,0,SHB 1041,Effective date 4/23/1999.,0,C 98 L 99,0,0,1999-02-04,,0,Authorizing funds for public works projects.,House,286,,0,0,0,1,Public works projects fundng,Bill,B,(Mitchell),0,1
1,0,1999-00,HB 1042,1042,,,,,1999-05-13,0,0,HB 1042,Effective date 7/25/1999.,0,C 290 L 99,0,0,1999-01-13,,0,Exempting certain computer software from public inspection.,House,2146,,0,0,0,1,Software/public inspection,Bill,B,(Dunn),0,0
1,0,1999-00,HB 1043,1043,,,,,2000-01-10,0,0,HB 1043,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,1999-01-13,,0,Expanding police authority for warrantless arrests.,House,2222,,0,0,0,0,Warantless arrests,Bill,B,(Wensman),0,0
1,0,1999-00,HB 1044,1044,,1999-00,SB 5722,STransportatn,2000-01-10,0,0,HB 1044,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,1999-01-13,,0,Directing noise wall retrofit projects.,House,651,,0,0,0,0,Noise wall retrofit projects,Bill,B,(Romero),0,0
1,0,1999-00,HB 1045,1045,,,,,2000-01-10,0,0,HB 1045,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-13,,0,Changing provisions relating to cooperating teachers.,House,651,,0,0,0,0,Cooperating teachers,Bill,B,(Romero),1,0
1,0,1999-00,SHB 1045,1045,,,,,2000-01-10,0,0,SHB 1045,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-02-18,,0,Changing provisions relating to cooperating teachers.,House,651,,0,0,0,0,Cooperating teachers,Bill,B,(Romero),0,1
0,0,1999-00,HB 1046,1046,,1999-00,ESB 5036,C 245 L 99,1999-03-16,0,0,HB 1046,1st substitute bill substituted.,0,H subst for,0,0,1999-01-13,,1,Adding a judge to the superior court of Okanogan county.,House,2145,,0,0,0,1,Okanogan Co. superior court,Bill,B,(Constantine),1,0
1,0,1999-00,SHB 1046,1046,,,,,2000-01-26,0,0,SHB 1046,"House Rules ""X"" file.",0,H Rules X,0,0,1999-03-06,,0,Adding a judge to the superior court of Okanogan county.,House,2145,,0,0,0,1,Okanogan Co. superior court,Bill,B,WAYS(Constantine),0,1
1,0,1999-00,HB 1047,1047,,1999-00,SB 5037,C 75 L 99,2000-01-10,0,0,HB 1047,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-13,,1,Creating a new court of appeals position for Pierce county.,House,654,,0,0,0,1,Pierce Co. court of appeals,Bill,B,(Sheahan),1,0
1,0,1999-00,HB 1048,1048,,1999-00,SB 5117,SSt&Loc Govt,2000-01-10,0,0,HB 1048,"By resolution, reintroduced and retained in present status.",0,H Local Govt,0,0,1999-01-13,,0,Allowing the parking commission to have more than five members.,House,315,,0,0,0,0,City parking commissions,Bill,B,(Ogden),0,0
1,0,1999-00,HB 1049,1049,,1999-00,SB 5355,SHea/L-T Care,2000-01-10,0,0,HB 1049,"By resolution, reintroduced and retained in present status.",0,H Health Care,0,0,1999-01-13,,0,Mandating coverage for replacement medicare insurance policies.,House,1543,,0,0,0,1,Medicare insurance policies,Bill,B,(Cody),0,0
1,0,1999-00,HB 1050,1050,,,,,1999-04-30,0,0,HB 1050,Effective date 7/25/1999.,0,C 140 L 99,0,0,1999-01-13,,0,Relieving the department of labor and industries of the duties of coal mine inspection.,House,972,,0,1,0,0,Coal mine inspection,Bill,B,(Conway),0,0
1,0,1999-00,HB 1051,1051,,1999-00,SB 5122,C 119 L 99,2000-01-26,0,0,HB 1051,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-13,,1,Recovering industrial insurance benefits payments.,House,972,,0,1,0,0,Workers' comp paymnt recovry,Bill,B,(Conway),1,0
1,0,1999-00,HB 1052,1052,,1999-00,SB 5039,SWays & Means,2000-01-10,0,0,HB 1052,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-13,,0,Creating accounts for certain programs.,House,972,,0,1,0,0,L&I accounts,Bill,B,(Conway),0,0
1,0,1999-00,SHB 1052,1052,,,,,2000-01-10,0,0,SHB 1052,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-03-01,,0,Creating accounts for certain programs.,House,972,,0,1,0,0,L&I accounts,Bill,B,(Conway),1,1
0,0,1999-00,HB 1053,1053,,1999-00,SB 5360,STransportatn,1999-03-09,0,0,HB 1053,1st substitute bill substituted.,0,H subst for,0,0,1999-01-13,,0,Simplifying the transportation funding statutes.,House,136,,0,0,0,1,Transportation funding,Bill,B,(Fisher),0,0
1,0,1999-00,SHB 1053,1053,,,,,1999-05-12,0,0,SHB 1053,Effective date 7/1/1999.,0,C 269 L 99,0,0,1999-02-16,,0,Consolidating the fuel tax rate and distribution statutes.,House,136,,0,0,0,1,Transportation funding,Bill,B,(Fisher),0,1
0,0,1999-00,HB 1054,1054,,1999-00,SB 5125,C 247 L 99,1999-02-10,0,0,HB 1054,1st substitute bill substituted.,0,H subst for,0,0,1999-01-13,,0,Giving direction to the commission on pesticide registration.,House,75,,0,0,0,0,Pesticide registratn commssn,Bill,B,"(Chandler, G.)",0,0
1,0,1999-00,SHB 1054,1054,,,,,2000-01-26,0,0,SHB 1054,"House Rules ""X"" file.",0,H Rules X,0,0,1999-02-02,,0,Giving direction to the commission on pesticide registration.,House,75,,0,0,0,0,Pesticide registratn commssn,Bill,B,"(Chandler, G.)",0,1
1,0,1999-00,HB 1055,1055,,1999-00,SB 5642,SNat/Res/Pks,2000-01-10,0,0,HB 1055,"By resolution, reintroduced and retained in present status.",0,H Commerce/Lab,0,0,1999-01-13,,1,Creating a state board of consulting foresters.,House,1157,,0,0,0,0,Consulting foresters board,Bill,B,(McMorris),1,0
1,0,1999-00,HB 1056,1056,,,,,2000-01-10,0,0,HB 1056,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-13,,0,Targeting certain positions within designated job titles for early retirement.,House,651,,0,0,0,0,Early retirement,Bill,B,(Romero),1,0
1,0,1999-00,HB 1057,1057,,,,,2000-01-10,0,0,HB 1057,"By resolution, reintroduced and retained in present status.",0,H Natural Res,0,0,1999-01-13,,0,Trapping animals.,House,651,,0,0,0,0,Animal trapping,Bill,B,(Romero),0,0
1,1,1999-00,HB 1058,1058,,1999-00,SB 5296,SWays & Means,2000-01-10,0,0,HB 1058,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-13,,0,Creating a grant program to reduce the number of juvenile offenders.,House,1661,,0,0,0,0,Juvenile violence deterrence,Bill,B,(Tokuda),1,0
1,1,1999-00,SHB 1058,1058,,,,,2000-01-10,0,0,SHB 1058,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-02-10,,0,Creating a grant program to reduce the number of juvenile offenders.,House,1661,,0,0,0,0,Juvenile violence deterrence,Bill,B,(Tokuda),0,1
0,0,1999-00,HB 1059,1059,,,,,1999-03-16,0,0,HB 1059,2nd substitute bill substituted.,0,H subst for,0,0,1999-01-13,,1,Creating crimes concerning the theft or destruction of mail or mail boxes.,House,2149,,0,0,0,0,Mail theft & destruction,Bill,B,(O'Brien),1,0
0,0,1999-00,SHB 1059,1059,,,,,1999-03-16,0,0,SHB 1059,2nd substitute bill substituted.,0,H subst for,0,0,1999-02-17,,1,Creating crimes concerning the theft or destruction of mail or mail boxes.,House,2149,,0,0,0,0,Mail theft & destruction,Bill,B,(O'Brien),1,1
1,0,1999-00,2E2SHB 1059,1059,,,,,2000-03-09,0,0,2E2SHB 1059,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,2,1999-03-06,,0,Creating crimes concerning the theft or destruction of mail or mail boxes.,House,2149,,0,0,0,0,Mail theft & destruction,Bill,B,WAYS(O'Brien),0,2
1,0,1999-00,HB 1060,1060,,,,,2000-01-26,0,0,HB 1060,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-13,,0,Using transportation centers.,House,286,,0,0,0,0,Transportation centers,Bill,B,(Mitchell),0,0
0,0,1999-00,HB 1061,1061,,1999-00,SB 5153,Ssubst for,1999-02-12,0,0,HB 1061,1st substitute bill substituted.,0,H subst for,0,0,1999-01-13,,0,Modifying provisions concerning the freight mobility strategic investment board.,House,376,,0,0,0,1,Freight mobility strategc bd,Bill,B,"(Schmidt, K.)",0,0
1,0,1999-00,SHB 1061,1061,,,,,2000-01-26,0,0,SHB 1061,"House Rules ""X"" file.",0,H Rules X,0,0,1999-01-25,,0,Modifying provisions concerning the freight mobility strategic investment board.,House,376,,0,0,0,1,Freight mobility strategc bd,Bill,B,"(Schmidt, K.)",0,1
1,0,1999-00,HB 1062,1062,,,,,2000-01-10,0,0,HB 1062,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,1999-01-13,,0,Providing entrepreneurial opportunities for disabled persons.,House,620,,0,0,0,0,Disabled persons' opportunit,Bill,B,(Carlson),0,0
1,0,1999-00,HB 1063,1063,,,,,2000-01-10,0,0,HB 1063,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,1999-01-14,,1,Authorizing limited transfers of real estate excise tax revenues from the general fund to the common school fund.,House,660,,0,0,0,0,Real estate excise tx revenu,Bill,B,(Thomas),1,0
1,0,1999-00,HB 1064,1064,,,,,2000-01-10,0,0,HB 1064,"By resolution, reintroduced and retained in present status.",0,H Education,0,0,1999-01-14,,1,Authorizing the use of school facilities for neighborhood activities and services.,House,660,,0,0,0,0,Community use of schools,Bill,B,(Thomas),1,0
1,0,1999-00,HB 1065,1065,,,,,2000-01-10,0,0,HB 1065,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,1999-01-14,,1,Interpreting tax statutes.,House,660,,0,0,0,0,Imposition of taxes,Bill,B,(Thomas),1,0
1,0,1999-00,HB 1066,1066,,,,,2000-01-10,0,0,HB 1066,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-01-14,,1,Providing for a study of county jails.,House,617,,0,0,0,0,County jails study,Bill,B,(Ballasiotes),1,0
1,0,1999-00,SHB 1066,1066,,,,,2000-01-10,0,0,SHB 1066,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1999-02-03,,0,Providing for a study of county jails.,House,617,,0,0,0,0,County jails study,Bill,B,(Ballasiotes),1,1
1,0,1999-00,EHB 1067,1067,,,,,1999-04-30,0,0,EHB 1067,Effective date 7/25/1999.,0,C 141 L 99,0,1,1999-01-14,,0,Amending statutory double jeopardy provisions.,House,2149,,0,0,0,0,Statutory double jeopardy,Bill,B,(O'Brien),0,0
0,0,1999-00,HB 1068,1068,,,,,1999-03-04,0,0,HB 1068,1st substitute bill substituted.,0,H subst for,0,0,1999-01-14,,1,"Providing for more participation by victims, prosecutors, and law enforcement in the clemency and pardons process.",House,617,,0,0,0,0,Clemency and pardons,Bill,B,(Ballasiotes),1,0
