Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,1991-92,ESHB 1022,1022,,,,,1992-01-13,0,0,ESHB 1022,Referred to Capital Facilities & Financing.,0,H Cap Fac/Fin,0,1,1991-02-21,,0,Directing the development of a state energy strategy and authorizing the implementation of conservation savings and sales by state agencies.,House,93,,0,0,1,0,State energy policy devlpmnt,Bill,B,(Cooper),0,1
0,0,1991-92,HB 1023,1023,,1991-92,SB 5279,SEducation,1991-03-01,0,0,HB 1023,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,0,Enhancing student performance.,House,328,,0,0,1,0,Student performance enhncmnt,Bill,B,(Peery),1,0
1,0,1991-92,ESHB 1023,1023,,,,,1992-01-13,0,0,ESHB 1023,Referred to Education.,0,H Education,0,1,1991-02-21,,0,Enhancing student performance.,House,328,,0,0,1,0,Student performance enhncmnt,Bill,B,(Peery),1,1
1,0,1991-92,HB 1024,1024,,,,,1991-05-17,1,0,HB 1024,"Chapter 243, 1991 Laws",0,C 243 L 91,0,0,1991-01-16,,0,Excluding certain driving record information pertaining to law enforcement officers and fire fighters from abstracts of driving records.,House,484,,0,0,0,0,LEOFF/drivng record abstract,Bill,B,(Zellinsky),1,0
0,0,1991-92,HB 1025,1025,,1991-92,SB 5369,SGov Oper,1991-03-20,0,0,HB 1025,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,1,Establishing growth management strategies.,House,68,,0,0,1,0,Growth management strategies,Bill,B,(Cantwell),1,0
1,0,1991-92,2ESHB 1025,1025,,,,,1991-07-16,0,0,2ESHB 1025,"Chapter 32, 1991 Laws 1st Special Session PV",1,C 32 L 91 E1,0,2,1991-03-09,,0,Establishing growth management strategies.,House,68,,0,0,1,0,Growth management strategies,Bill,B,WAYS(Cantwell),1,1
1,0,1991-92,HB 1026,1026,,,,,1992-01-13,0,0,HB 1026,"By resolution, reintroduced and retained in present status.",0,H Rules R,0,0,1991-01-16,,1,Providing property tax relief for certain homeowners.,House,449,,0,0,1,0,Valuation/proprty tax relief,Bill,B,(Wang),1,0
1,0,1991-92,SHB 1026,1026,,,,,1992-01-13,0,0,SHB 1026,"By resolution, reintroduced and retained in present status.",0,H Rules R,0,0,1991-03-09,,1,Providing property tax relief for certain homeowners.,House,449,,0,0,1,0,Valuation/proprty tax relief,Bill,B,(Wang),1,1
0,0,1991-92,HB 1027,1027,,1991-92,SB 5183,SEnv/Nat Res,1991-03-15,0,0,HB 1027,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,0,Adopting oil and hazardous substance spill prevention and response provisions.,House,367,,0,0,1,0,Hazardous substance spills,Bill,B,(Rust),1,0
1,0,1991-92,ESHB 1027,1027,,,,,1991-05-15,1,0,ESHB 1027,"Chapter 200, 1991 Laws PV",1,C 200 L 91,0,1,1991-03-05,,0,Adopting oil and hazardous substance spill prevention and response provisions.,House,367,,0,0,1,0,Hazardous substance spills,Bill,B,(Rust),1,1
0,0,1991-92,HB 1028,1028,,1991-92,SB 5326,SEnv/Nat Res,1991-03-15,0,0,HB 1028,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,1,Making major changes to air quality laws.,House,341,,0,0,1,0,Changes in air quality laws.,Bill,B,(Pruitt),1,0
1,1,1991-92,ESHB 1028,1028,,,,,1991-05-15,1,0,ESHB 1028,"Chapter 199, 1991 Laws PV",1,C 199 L 91,0,1,1991-03-04,,1,Making major changes to air quality laws.,House,341,,0,0,1,0,Changes in air quality laws,Bill,B,(Pruitt),1,1
1,0,1991-92,HB 1029,1029,,,,,1992-01-13,0,0,HB 1029,"By resolution, reintroduced and retained in present status.",0,H Rules R,0,0,1991-01-16,,0,Amending the Constitution to authorize property tax relief.,House,449,,0,0,1,0,Property tax relief.,Bill,B,(Wang),0,0
1,0,1991-92,HB 1030,1030,,,,,1992-01-13,0,0,HB 1030,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,0,1991-01-16,,0,Requiring posting of liquor applications.,House,442,,0,0,0,0,Liquor application posting,Bill,B,(Valle),1,0
0,0,1991-92,HB 1031,1031,,1991-92,SB 5451,SEnergy/Util,1991-03-06,0,0,HB 1031,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,1,Making various changes in sewer and water district law.,House,478,,0,0,0,0,Water/sewer districts,Bill,B,(Wood),0,0
1,0,1991-92,ESHB 1031,1031,,,,,1991-05-09,1,0,ESHB 1031,"Chapter 82, 1991 Laws",0,C 82 L 91,0,1,1991-02-13,,1,Making various changes in sewer and water district law.,House,478,,0,0,0,0,Water/sewer districts,Bill,B,(Wood),0,1
1,0,1991-92,HB 1032,1032,,,,,1991-05-15,1,0,HB 1032,"Chapter 176, 1991 Laws",0,C 176 L 91,0,0,1991-01-16,,0,Providing county reimbursement for selected transportation of human remains.,House,174,,0,0,0,0,Human remains/county transpn,Bill,B,(Haugen),0,0
1,0,1991-92,2EHB 1033,1033,,1991-92,SB 5453,SEnv/Nat Res,1992-02-19,0,0,2EHB 1033,Referred to Rules 3 Consideration.,0,H Rules 3C,0,2,1991-01-16,,0,Prohibiting the release of lighter than air balloons.,House,207,,0,0,0,0,Balloon release prohibition,Bill,B,(Jacobsen),0,0
0,0,1991-92,HB 1034,1034,,1991-92,SB 5324,SWays & Means,1991-04-18,0,0,HB 1034,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,0,Changing limits on issuance of evidences of indebtedness.,House,407,,0,0,1,0,Indebtedness issuance limits,Bill,B,"(Sommers, H.)",0,0
1,0,1991-92,ESHB 1034,1034,,,,,1992-01-13,0,0,ESHB 1034,Referred to Capital Facilities & Financing.,0,H Cap Fac/Fin,0,1,1991-04-16,,0,Changing limits on issuance of evidences of indebtedness.,House,407,,0,0,1,0,Indebtedness issuance limits,Bill,B,"(Sommers, H.)",0,1
1,0,1991-92,HB 1035,1035,,1991-92,SB 5337,SWays & Means,1992-01-13,0,0,HB 1035,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,1991-01-16,,0,Improving the state's human resource systems.,House,294,,0,0,1,0,Human resource syst imprvmnt,Bill,B,(Morris),1,0
0,0,1991-92,HB 1036,1036,,1991-92,SB 5325,SGov Oper,1991-03-14,0,0,HB 1036,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,0,Creating the office of director for the liquor control board.,House,442,,0,0,1,0,Liquor control bd director,Bill,B,(Valle),1,0
1,0,1991-92,ESHB 1036,1036,,,,,1992-01-13,0,0,ESHB 1036,Referred to State Government.,0,H State Govt,0,1,1991-03-05,,0,Organizing the liquor control board.,House,442,,0,0,1,0,Liquor control bd director,Bill,B,(Valle),0,1
0,0,1991-92,HB 1037,1037,,1991-92,SB 5360,SLaw & Just,1991-02-18,0,0,HB 1037,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,1,Creating a procedure to monitor crimes of bigotry or bias.,House,11,,0,0,1,0,Bigotry/bias crimes monitrng,Bill,B,(Appelwick),1,0
1,0,1991-92,2ESHB 1037,1037,,,,,1992-03-12,0,0,2ESHB 1037,"By resolution, returned to House Rules committee for third reading.",0,H Rules 3C,0,2,1991-02-08,,0,Creating a procedure to monitor crimes of bigotry or bias.,House,11,,0,0,1,0,Bigotry/bias crimes monitrng,Bill,B,(Appelwick),1,1
1,0,1991-92,HB 1038,1038,,1991-92,SB 5042,C 53 L 91,1992-01-13,0,0,HB 1038,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,0,1991-01-16,,0,Extending the commission for efficiency and accountability an additional four years.,House,234,,0,0,1,0,Efficiency/accountblty comsn,Bill,B,(Kremen),1,0
0,0,1991-92,HB 1039,1039,,1991-92,SB 5184,Ssubst for,1991-02-25,0,0,HB 1039,1st substitute bill substituted.,0,H subst for,0,0,1991-01-16,,0,"Creating a work force training and education coordinating board, and combining community and vocational-technical schools under one agency.",House,121,,0,0,1,0,Work force training/eduction,Bill,B,(Ebersole),1,0
1,0,1991-92,ESHB 1039,1039,,,,,1992-01-13,0,0,ESHB 1039,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,1,1991-02-06,,0,"Creating a work force training and education coordinating board, and combining community and vocational technical schools under one agency.",House,121,,0,0,1,0,Work force training/educatn,Bill,B,(Ebersole),1,1
1,0,1991-92,HB 1040,1040,,,,,1991-05-10,0,0,HB 1040,"Chapter 152, 1991 Laws",0,C 152 L 91,0,0,1991-01-17,,1,Authorizing municipal utilities to reimburse the city or town for management services.,House,349,,0,0,0,0,Municipl utilities/admn cost,Bill,B,(Rayburn),0,0
1,0,1991-92,EHB 1041,1041,,1991-92,SB 5043,C 186 L 91,1992-01-13,0,0,EHB 1041,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,1,1991-01-17,,0,Authorizing facsimile filing of election documents.,House,7,,0,1,0,0,Facsimile filing/electn,Bill,B,(Anderson),0,0
1,0,1991-92,HB 1042,1042,,1991-92,SB 5296,SFin Inst/Ins,1992-01-13,0,0,HB 1042,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,1991-01-17,,0,Providing for proportional payment of auto liability insurance for certain state employees.,House,143,,0,0,0,0,Auto liability ins/state emp,Bill,B,(Fraser),1,0
1,0,1991-92,HB 1043,1043,,1991-92,SB 5200,SComm & Labor,1992-01-13,0,0,HB 1043,"By resolution, reintroduced and retained in present status.",0,H Commerce/Lab,0,0,1991-01-17,,0,Revising provisions for industrial insurance compensation for temporary total disability of state employees.,House,143,,0,0,0,0,Industrial insurance compntn,Bill,B,(Fraser),0,0
1,0,1991-92,HB 1044,1044,,,,,1992-01-13,0,0,HB 1044,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1991-01-17,,0,Including sick leave benefits in the shared leave program.,House,143,,0,0,0,0,Shared leave program,Bill,B,(Fraser),1,0
1,0,1991-92,SHB 1044,1044,,,,,1992-01-13,0,0,SHB 1044,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1991-02-12,,0,Including sick leave benefits in the shared leave program.,House,143,,0,0,0,0,Shared leave program,Bill,B,(Fraser),1,1
1,0,1991-92,HB 1045,1045,,1991-92,SB 5376,SGov Oper,1992-01-13,0,0,HB 1045,"By resolution, reintroduced and retained in present status.",0,H Rules R,0,0,1991-01-17,,0,Increasing labor representation in state employees' benefits board.,House,143,,0,0,0,0,State employees' benefts brd,Bill,B,(Fraser),0,0
1,0,1991-92,SHB 1045,1045,,,,,1992-01-13,0,0,SHB 1045,"By resolution, reintroduced and retained in present status.",0,H Rules R,0,0,1991-02-15,,0,Increasing labor representation in state employees' benefits board.,House,143,,0,0,0,0,State employees/benefts brd,Bill,B,(Fraser),0,1
1,0,1991-92,HB 1046,1046,,,,,1992-01-13,0,0,HB 1046,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,1991-01-17,,0,Eliminating the limits on accrual of vacation time and the use of vacation time.,House,7,,0,0,0,0,State employees/vacatn time,Bill,B,(Anderson),1,0
1,0,1991-92,HB 1047,1047,,1991-92,SB 5417,SGov Oper,1992-01-13,0,0,HB 1047,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1991-01-17,,0,Granting paid leave for employees who are in training or on call as volunteer members of the emergency services.,House,7,,0,0,0,0,Volunteer/emergncy paid leav,Bill,B,(Anderson),1,0
1,0,1991-92,SHB 1047,1047,,,,,1992-01-13,0,0,SHB 1047,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,1991-02-15,,0,Granting paid leave for employees who are in training or on call as volunteer members of the emergency services.,House,7,,0,0,0,0,Volunteer/emergncy paid leav,Bill,B,(Anderson),1,1
1,0,1991-92,HB 1048,1048,,,,,1992-01-13,0,0,HB 1048,"By resolution, reintroduced and retained in present status.",0,H Cap Fac/Fin,0,0,1991-01-17,,0,Concerning public works projects.,House,407,,0,0,0,0,Public works projects,Bill,B,"(Sommers, H.)",0,0
1,0,1991-92,HB 1049,1049,,,,,1992-01-13,0,0,HB 1049,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,0,1991-01-17,,0,Authorizing the disposal of seized liquor by the agency seizing the liquor.,House,86,,0,0,0,1,Seized liquor disposal,Bill,B,"(Cole, G.)",1,0
0,0,1991-92,HB 1050,1050,,,,,1991-03-12,0,0,HB 1050,Committee recommendations adopted and the 1st substitute bill substituted.,0,H subst for,0,0,1991-01-17,,0,Modifying the type of emergency medical service districts that may impose excess levies.,House,294,,0,0,0,0,Emerg med serv dist excs lev,Bill,B,(Morris),0,0
1,0,1991-92,SHB 1050,1050,,,,,1991-05-10,0,0,SHB 1050,"Chapter 138, 1991 Laws",0,C 138 L 91,0,0,1991-02-26,,1,Modifying the type of emergency medical service districts that may impose excess levies.,House,294,,0,0,0,0,Emerg med serv dist excs lev,Bill,B,(Morris),0,1
0,0,1991-92,HB 1051,1051,,,,,1991-03-08,0,0,HB 1051,1st substitute bill substituted.,0,H subst for,0,0,1991-01-17,,0,Requiring international student exchange visitor placement organizations to be registered.,House,143,,0,0,0,0,Student exchange organizatns,Bill,B,(Fraser),1,0
1,0,1991-92,SHB 1051,1051,,,,,1991-05-10,1,0,SHB 1051,"Chapter 128, 1991 Laws PV",1,C 128 L 91,0,0,1991-01-31,,0,Requiring international student exchange visitor placement organizations to be registered.,House,143,,0,0,0,0,Student exchange organizatns,Bill,B,(Fraser),1,1
0,0,1991-92,HB 1052,1052,,1991-92,SB 5452,SWays & Means,1991-03-20,0,0,HB 1052,1st substitute bill substituted.,0,H subst for,0,0,1991-01-17,,0,Revising provisions for public assistance.,House,245,,0,1,0,0,Public assistance provisions,Bill,B,(Leonard),1,0
1,0,1991-92,SHB 1052,1052,,,,,1991-05-10,1,0,SHB 1052,"Chapter 126, 1991 Laws PV",1,C 126 L 91,0,0,1991-02-21,,0,Revising provisions for public assistance.,House,245,,0,1,0,0,Public assistance provisions,Bill,B,(Leonard),0,1
1,0,1991-92,HB 1053,1053,,1991-92,SB 5090,Ssubst for,1992-01-13,0,0,HB 1053,"By resolution, reintroduced and retained in present status.",0,H Rules 3C,0,0,1991-01-17,,0,Concerning foster family home licenses.,House,245,,0,1,0,0,Foster family home licenses,Bill,B,(Leonard),1,0
0,0,1991-92,HB 1054,1054,,1991-92,SB 5087,SChild & FamS,1991-03-20,0,0,HB 1054,1st substitute bill substituted.,0,H subst for,0,0,1991-01-17,,0,Revising provisions for reports of abuse of children or adult dependent or developmentally disabled persons.,House,245,,0,1,0,0,Abuse reporting provisions,Bill,B,(Leonard),1,0
1,0,1991-92,SHB 1054,1054,,,,,1991-05-09,1,0,SHB 1054,"Chapter 111, 1991 Laws",0,C 111 L 91,0,0,1991-03-06,,0,Revising provisions for reports of abuse of children or adult dependent or developmentally disabled persons.,House,245,,0,1,0,0,Abuse reporting provisions,Bill,B,(Leonard),1,1
1,0,1991-92,HB 1055,1055,,1991-92,ESB 5151,SRules 3,1992-01-13,0,0,HB 1055,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,1991-01-17,,0,Requiring that the death penalty be carried out by lethal injection.,House,11,,0,1,0,0,Execution by lethal injectn,Bill,B,(Appelwick),1,0
1,0,1991-92,HB 1056,1056,,,,,1992-01-13,0,0,HB 1056,"By resolution, reintroduced and retained in present status.",0,H Higher Educ,0,0,1991-01-17,,0,Including state patrol employees in tuition waiver programs.,House,136,,0,1,0,0,Tuition waviers/state emplys,Bill,B,"(Fisher, R.)",0,0
1,0,1991-92,HB 1057,1057,,1991-92,SB 5050,SRules X,1991-05-03,0,0,HB 1057,"Chapter 63, 1991 Laws",0,C 63 L 91,0,0,1991-01-17,,0,Providing protection to the lieutenant governor.,House,7,,0,1,0,0,Lieutenant governor security,Bill,B,(Anderson),1,0
0,0,1991-92,HB 1058,1058,,,,,1991-04-06,0,0,HB 1058,1st substitute bill substituted.,0,H subst for,0,0,1991-01-17,,1,Reorganizing treasurer-managed funds and accounts.,House,449,,0,1,0,0,Treasurer managd funds/accts,Bill,B,(Wang),1,0
1,0,1991-92,2ESHB 1058,1058,,,,,1991-06-30,0,0,2ESHB 1058,"Chapter 13, 1991 Laws 1st Special Session PV",1,C 13 L 91 E1,0,2,1991-03-05,,0,Reorganizing treasurer-managed funds and accounts.,House,449,,0,1,0,0,Treasurer managd funds/accts,Bill,B,(Wang),1,1
0,0,1991-92,HB 1059,1059,,,,,1991-03-12,0,0,HB 1059,Committee recommendations adopted and the 1st substitute bill substituted.,0,H subst for,0,0,1991-01-17,,1,Revising the list of personal property exempt from enforcement of judgments.,House,11,,0,0,0,0,Persnl prprty exmpt/judgmnts,Bill,B,(Appelwick),1,0
